"Samp_ID","83936","125923","59270","59074","58633","125904","83971","88634","88599","aaaaa","58486","83837","83874","85855","85779","59411","83879","83880","83973","58487","bbbbb","59235","83905","59434","59175","59255","58352","58578","59282","83937","59322","59425","58445","83873","58559","58458","58246","83888","127917","59297","58525","ddddd","59167","59350","733321","58440","83862","83957","58538","59185","84116","83899","zpSR","phySR","zpD","phyB","Omnip","Gzp","mzpGzp","pH","Temp","Cond","PAR","TN","TP","Omni_pt","Omni_abspt"
"Lake_1",12.9277620686555,12.9277620686555,12.9277620686555,25.8555241373111,12.9277620686555,12.9277620686555,12.9277620686555,77.5665724119332,25.8555241373111,38.7832862059666,38.7832862059666,116.3498586179,206.844193098489,271.483003441766,517.110482746222,956.65439308051,1680.60906892522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,14.5788424894205,21013912.7,0.307035981416122,0.627304644203046,0.471861806187843,8.33,21.9,408.8,0.56,20.682082532717,23.7563052779923,0.121794871794872,10
"Lake_10",20.5257593995337,143.680315796736,759.453097782747,431.040947390208,0,0,0,184.731834595803,0,513.143984988342,0,0,0,0,0,61.5772781986011,0,20.5257593995337,20.5257593995337,164.20607519627,225.783353394871,1334.17436096969,2298.88505274777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,12.6838542379263,36878446.1,0.283807795934569,0.369679361892324,0.218935721160589,8.21,25.2,234.8,0.368421052631579,41.644336308429,22.2546590439586,0.488372093023256,6
"Lake_11",0,33.896072274123,101.688216822369,0,0,0,0,271.168578192984,0,33.896072274123,33.896072274123,0,1999.86826417326,0,203.376433644738,5253.89120248907,0,0,0,0,2237.14077009212,33.896072274123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,13.817137616511,11133436.5666667,0.166550426758362,0.272989519102141,0.0692080356274529,8.58,22.8,442.8,0.823529411764706,68.5028453787094,9.84761474964765,0.0465116279069767,6
"Lake_12",0,173.967463430888,154.6377452719,19.3297181589875,0,0,0,135.308027112913,19.3297181589875,212.626899748863,38.6594363179751,38.6594363179751,637.880699246588,0,599.221262928613,386.594363179751,0,0,0,0,2048.95012485268,0,0,1295.09111665216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,10.1356131493783,10147524.0666667,0.27540620262391,0.43288922061664,0.219170171421997,8.7,23.9,270.1,0.44,36.6606099110813,14.6479592682799,0.0939597315436242,6
"Lake_13",0,0,1442.30769230769,0,0,346.153846153846,0,403.846153846154,0,692.307692307693,57.6923076923077,0,7500,0,461.538461538462,6057.69230769231,0,0,0,0,0,0,0,0,57.6923076923077,57.6923076923077,230.769230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,21.0836372316923,24990315.1333333,0.24081854100158,0.411785860262387,0.250156761723733,8.57,21.4,596,0.428571428571429,41.5743112647466,24.2486483055443,0.133333333333333,6
"Lake_14",0,0,234.917971290085,0,0,0,0,249.600344495715,14.6823732056303,499.200688991431,29.3647464112606,308.329837318236,88.0942392337819,0,499.20068899143,0,734.118660281516,0,0,646.024421047734,513.883062197062,14.6823732056303,58.7294928225213,0,14.6823732056303,0,0,14.6823732056303,14.6823732056303,14.6823732056303,44.047119616891,308.329837318237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,36,10.6894826079164,14509073.0666667,0.219211995772999,0.204155206342958,0.218547384396138,8.35,22.5,763,0.378378378378378,31.3498242537725,21.7623160164066,0.351535836177474,16
"Lake_15",0,0,5.37104914990714,20.1414343121518,0,0,0,14.7703851622446,0,253.782072333112,0,69.8236389487928,0,0,14.7703851622446,9.3993360123375,0,0,0,0,5.37104914990714,5.37104914990714,0,0,0,0,0,0,0,0,0,0,5.37104914990714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,8.50577443553051,88255538.4333333,0.369076306231988,0.0895417999697937,0.113582431378241,8.73,24.7,679,0.463157894736842,30.8531604606219,21.3930587457426,0.12624584717608,5
"Lake_16",0,0,1027.09176901748,0,0,0,0,2432.5857687256,0,702.746999854062,162.172384581707,216.229846108942,3838.07976843372,54.0574615272355,1135.20669207195,702.746999854062,378.402230690649,0,0,0,2054.18353803495,0,0,918.976845963004,0,216.229846108942,108.114923054471,54.0574615272355,2162.29846108942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,27,19.7020147053101,35904861.5666667,0.0992933828187868,0.126680590059196,0.0671980691862379,8.25,25.2,382.2,0.657894736842105,47.9511096350012,14.8448964793007,0.374581939799331,7
"Lake_17",0,0,635.50135501355,476.626016260163,0,0,0,2224.25474254743,0,5560.63685636857,635.50135501355,317.750677506775,11915.6504065041,0,8579.26829268293,15093.1571815718,794.376693766938,0,0,0,0,476.626016260163,0,0,0,158.875338753388,158.875338753388,0,0,0,317.750677506775,317.750677506775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,44,62.542919112683,91085607.3,0.0625640002305632,0.325823156131124,0.125919203504034,8.74,25.2,432,0.428571428571429,71.7772655644433,26.9319178057029,0.103333333333333,9
"Lake_18",0,84.3271616632551,126.490742494883,0,0,0,0,442.717598732089,0,2150.342622413,0,21.0817904158138,0,0,1707.62502368091,168.65432332651,0,0,0,442.717598732089,0,632.453712474413,0,0,0,548.126550811158,0,0,0,0,0,0,0,21.0817904158138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,105.05636922516,3211789758.66667,0.266337707569189,0.126309794659923,0.158920170924557,8.72,25.1,454.7,0.19047619047619,167.972710099215,40.0282423385867,0.358803986710963,6
"Lake_19",0,469.868540934531,98.9196928283223,0,24.7299232070806,0,0,1137.57646752571,0,74.1897696212417,24.7299232070806,222.569308863725,24.7299232070806,0,618.248080177014,3857.86802030457,0,395.678771313289,0,0,173.109462449564,0,197.839385656645,0,0,0,0,0,0,0,0,0,0,0,98.9196928283223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,43,68.4189769621242,207790400.633333,0.204918032786885,0.178288442428965,0.098799253100139,9.5,24.4,331.1,0.0882352941176471,211.804463229065,73.7537397259003,0.246666666666667,6
"Lake_2",73.2105005706832,0,0,0,0,0,0,878.526006848199,24.4035001902277,48.8070003804555,122.017500951139,24.4035001902277,512.473503994782,0,366.052502853416,97.6140007609109,0,0,48.8070003804555,0,1683.84151312571,3245.66552530029,195.228001521822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,56.155419843735,29829784.4,0.187374676004624,0.28470893346899,0.133674035591526,8.61,20.8,257.7,0.641666666666667,63.0292669094425,24.2732654569219,0.583333333333333,5
"Lake_20",0,0,176.600441501104,88.3002207505519,88.3002207505519,0,0,0,0,838.852097130243,0,0,0,0,0,2891.83222958057,0,0,0,0,0,1788.07947019868,0,242.825607064018,132.450331125828,0,0,0,0,0,0,44.1501103752759,0,0,0,375.275938189846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,12.4281952603333,31498113.3333333,0.462856780854666,0.398901207890671,0.159679424041968,9.63,25.7,313.4,0.577981651376147,39.8893094309838,24.7409913330963,0.370860927152318,5
"Lake_21",0,4020.12660282422,111.670183411784,1898.39311800032,111.670183411784,0,0,10385.3270572959,223.340366823568,2233.40366823568,2568.41421847102,670.021100470703,223.340366823568,0,111.670183411784,111.670183411784,111.670183411784,0,0,223.340366823568,9268.62522317805,223.340366823568,0,0,0,0,0,0,111.670183411784,0,335.010550235351,0,0,0,111.670183411784,111.670183411784,111.670183411784,223.340366823568,111.670183411784,446.680733647135,0,0,0,0,0,0,0,0,0,0,0,0,24,17,88.4345790672607,1708180273,0.369417486172849,0.887044444522739,0.265511243191657,9.06,25.4,532,0.36,366.441496540637,23.7070709752371,0.590163934426229,16
